id;log_price;property_type;room_type;amenities;accommodates;bathrooms;bed_type;cancellation_policy;cleaning_fee;city;description;first_review;host_has_profile_pic;host_identity_verified;host_response_rate;host_since;instant_bookable;last_review;latitude;longitude;name;neighbourhood;number_of_reviews;review_scores_rating;thumbnail_url;zipcode;bedrooms;beds
2904330;3.4011973816621555;Apartment;Private room;"{Internet,""Wireless Internet"",Kitchen,""Smoking allowed"",""Pets allowed"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",Essentials,Shampoo}";3;1.0;Real Bed;strict;False;NYC;Come enjoy our 1 bedroom spacious apt., located 30 min. from Manhattan in a groovy Brooklyn location right by Prospect Park, very close to the Q,B,5 & 2 trains. well organized apt, clean and nice, just like home.;2016-01-20;t;t;100%;2014-04-23;f;2016-01-20;40.65484600953678;-73.9561470413635;Beautiful & Spacious Brooklyn apt.!;Flatbush;1;100.0;https://a0.muscache.com/im/pictures/93349999/4bcdfc36_original.jpg?aki_policy=small;11226;1.0;2.0
13591923;4.007333185232471;House;Private room;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron}";2;1.0;Real Bed;strict;False;NYC;My place is close to LGA, Airways Pizza & Gyro. You’ll love my place because of the location, the people, and the neighborhood. My place is good for couples and solo adventurers. Close to subways;2016-07-28;t;t;100%;2016-07-17;f;2017-09-16;40.76207274768623;-73.86953142761591;NYC private room near LGA;East Elmhurst;131;89.0;https://a0.muscache.com/im/pictures/9812b40b-c299-43c6-8835-1421d31bff71.jpg?aki_policy=small;11369.0;1.0;1.0
2715269;5.068904202220232;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock,Bathtub}";6;1.0;Real Bed;strict;True;Chicago;Apartment 2 is 1000 sq ft with high ceilings, hardwood floors and a private deck.  Close to everything for walkable city living but nestled on a quiet tree lined street. FYI: Another apartment in the same building might be available - please inquire! High ceilings & hardwood floors adorn this 1000 square foot 1 bedroom  / 1 bathrooms with a den and a dressing room. Nice 12x12 private deck and communal backyard with a grill. Newly painted and furnished in March of 2016, the space is fresh, clean and open. There is an attached outdoor deck that overlooks the back-yard and is lovely for eating and socializing.  The bedroom and the den both sleep 2 and there is a pullout couch in the living room to accommodate 2 more. The bedroom has a queen bed and the den is outfitted with a day bed & trundle.  Parking is available for $20/day, per space - if you want to rent it you can pay pal me the amount but be sure to note your rental dates on the payment. There is free street parking but it does ge;2016-03-20;t;t;100%;2014-06-11;f;2016-10-18;41.89980485590277;-87.68204460070345;In Hip Ukrainian Village/ Wicker pk;Ukrainian Village;13;95.0;https://a0.muscache.com/im/pictures/60e51ec0-4873-471d-9e88-90d16d029ff6.jpg?aki_policy=small;60622;1.0;3.0
18058045;5.5174528964647065;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Doorman}";6;1.0;Real Bed;moderate;True;NYC;Modern 2 bedroom apartment, perfect for a family of four/five or couples. King size bed in the master bedroom--guest room has a bunk bed w/ trundle bed. Walking distance to Union square,  Flatiron and Madison Square Park. Safe neighborhood (police precinct nearby) and doorman from 9am to 12am Huge master bedroom w/ King size bed, guest room has a bunk bed and trundle. Flat screen TV in the living room with basic channels, Netfilx, Amazon prime. Entire apt Modern gym in basement I will be available via text/phone. If there are any issues someone can be there to aid. Super lives in the building and doorman from 9a-12am Gramercy is one of the most famous and desirable neighborhoods in NYC. Home to many celebrities, come and see for yourself. Nearby trains--6, N, Q, R  Union Square is also walking distance--4,5,6,L Check in @ 2p and checkout 12pm;2016-05-09;;;;;f;2017-08-11;40.73618433659615;-73.98451435106409;Gramercy 2 bedroom;Gramercy Park;6;93.0;https://a0.muscache.com/im/pictures/e07e70c7-0628-48d7-a6ba-50cebca69110.jpg?aki_policy=small;10010;2.0;4.0
19478246;4.59511985013459;Apartment;Private room;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""First aid kit"",Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;flexible;False;NYC;My spacious two bedroom apartment is comfortable and convenient to the N, D express trains to the city (30 mins to Times Square!) while providing a quiet, less urban feel. The local R train is also a great way to explore Brooklyn, and hit Park Slope in just a few minute walk or bus ride. Feel free to grill in my backyard and relax in the hammock while enjoying a cocktail after a fun morning touring the city. Can't sleep? Check out what's on my Amazon Fire or pop onto XBOX Live and chill! Spacious backyard in Brooklyn! Grill and hammock. Convenient kitchen island for cooking. Backyard, grill, hammock, Amazon Fire, XBOX, express subways As needed Walk north on a quiet street bordering historic Greenwood cemetery and hit wonderful restaurants and bars right into Park Slope and up into Barclays Center near Atlantic Terminal. Best bagels nearby at Baked in Brooklyn. Get my favorite burger at Sidecar. Have brunch out back at Alchemy. Check out Smorgasburg in Industry City over the weekend or;;t;t;;2016-04-08;f;;40.6567316683628;-74.00129455717274;Sunny Room with Backyard Access;Greenwood Heights;0;;https://a0.muscache.com/im/pictures/3ab0f55c-9ca2-4deb-819b-f0799a3f37f7.jpg?aki_policy=small;11232;1.0;1.0
1169835;5.1298987149230735;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}";3;1.0;Real Bed;strict;True;DC;This beautifully furnished apartment is complete with a fully equipped kitchen, a living area, and a spacious bedroom. Guests can enjoy upscale amenities like a  health center, gourmet coffee bar, a rooftop terrace, and a convenient business center. 1 Bed, 1 Bath, Sleeps 3 Beginning with the most prestigious of locations and culminating in distinction of style, this building immerses you in the city’s best restaurants and bars, galleries and museums, and culture-focused festivals. Situated in the heart of Penn Quarter and dramatically close to the U.S Capitol and National Mall, this brand new luxury high-rise gives you unabridged access to the best of Washington. This unique urban experience is translated flawlessly in the impressive design of the apartments themselves. The large windows offer breathtaking views of the city, the gourmet kitchens are chicly styled with flat panel cabinetry, and the baths are inspired by the most elegant spas. Combine this with the unparalleled on-site a;;t;t;98%;2015-03-30;f;;38.89351399394136;-77.01868327929024;Luxury 1BR Apt in Newseum.;Judiciary Square;0;;https://a0.muscache.com/im/pictures/96865574/e73e3804_original.jpg?aki_policy=small;20001;1.0;1.0
14568366;5.541263545158426;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";2;1.0;Real Bed;moderate;True;NYC;Beautiful top floor apartment in a 4 story walkup with skylight and exposed brick throughout!  A truly quiet and tranquil space to escape the hustle and bustle right outside your door in the heart of east village - one of NYC's coolest neighborhoods;2016-09-28;t;t;100%;2012-11-30;f;2016-10-25;40.72647439373227;-73.99061302970331;East Village Exposed Brick Studio;East Village;2;100.0;https://a0.muscache.com/im/pictures/236726c8-d8c1-4010-afc0-fc8a02d9169b.jpg?aki_policy=small;10003.0;1.0;1.0
182095;3.4657359027997265;House;Private room;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;flexible;True;DC;Welcome/hello!, 欢迎, willkommen, أهلا بك, Добро пожаловат, 환영, Bienvenido, ようこそ. Come in, relax, and make yourself at home.  The Petworth neighborhood is situated in the northwest part of DC.  It has plenty of diverse people, landscape, and places to eat at.  Your private room has a queen sized bed, closet space, a handy charging station (charge phones/tablets), and your own full private bath.   You have easy access to downtown and sightseeing via bus, uber/lyft, and metro. Your private room is a basic setup with a queen bed, closet, and a few decorative touches.  The bathroom is connected to the room and it is private as well.  Only you have access to your bathroom.  The space outside your room is to use at your leisure, ask us about our coffee.  Watch some Netflix in the living room & feel free to ask me how to play 500+ games of classic Nintendo and Super Nintendo. You have access to the main floor space.  It includes the dining room, kitchen, and living room with a TV.   The upstair;2017-03-01;t;t;100%;2013-12-27;f;2017-04-09;38.94814162881021;-77.02660723017162;Join us in Petworth & enjoy the city;Petworth;6;100.0;https://a0.muscache.com/im/pictures/c63540d9-c37c-4e16-8426-cff1d103761b.jpg?aki_policy=small;20011;1.0;1.0
18612707;3.912023005428147;House;Private room;"{Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo}";2;1.0;Real Bed;flexible;True;LA;Owner-renovated Craftsman in fun Highland Park. Hardwood floors, double-hung, wood windows, updated kitchen, outdoor patio, fruit trees. Lots of natural light. Ideal for visiting writer or artist. Everything you need to experience LA like a local.  Lots of light, lots of charm. The house has a big open layout, the rooms are spacious. It's very clean and homey. A great spot to explore LA or for longer stays. Right in the heart of LA's hippest neighborhood Highland Park, walking distance to great restaurants, cafes, bars and boutiques.  Guests have access to the entire home, front and back yard.  I live at the house and am happy to show guests around the area or share a meal. Likewise, I'm happy to give them as much space as necessary, including an arrangement for them to rent out the entire house.  Highland Park has a mix of different cultures - old school Mexican bakeries, taco carts and markets, alongside new gastro-pubs, craft beer makers, pour-over coffee shops, and organic farmers ;2014-10-09;t;t;;2013-04-09;f;2015-05-01;34.118790468812;-118.1922292978458;Bright and Quiet Craftsman ;Highland Park;4;95.0;https://a0.muscache.com/im/pictures/51113017/b5343c35_original.jpg?aki_policy=small;90042;1.0;1.0
17620454;6.551080335043403;Apartment;Entire home/apt;"{TV,""Cable TV"",""Wireless Internet"",""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector""}";3;1.0;Real Bed;flexible;False;SF;This lodge-like hill top unit offers great views, hot tub access and use of garage parking (a real assest in SF).  Great public transit. About a 15 min  walk (downhill) to the Balboa Park BART subway station and then transfer to the Big Game!! This hill-top unit is located in a quiet neighborhood in the Ocean View District of San Francisco. This second floor unit has access thru the front foyer or thru the garage. The host will be available to offer travel tips to the guests. This hill-top neighborhood home is located in the  Ocean View District of San Francisco, about  4 miles from downtown. It is about a 15 min walk (downhill) to the Balboa Park BART Station. Then, about a 12 min ride to downtown and the many tourist. attractions like Union Square, Chinatown, North Beach, etc. etc. For the Big Game on the 7th, take BART and MUNI to the CalTrain Station. The train will then take you directly to Levi Stadium in Santa Clara.;;t;f;;2015-06-01;f;;37.71599937112217;-122.45356584675925;Cozy upper unit with great views;Oceanview;0;;https://a0.muscache.com/im/pictures/92435cb2-e4e5-499c-aa17-9c65092dd323.jpg?aki_policy=small;94112;1.0;1.0
16285014;5.351858133476067;Apartment;Entire home/apt;"{TV,""Cable TV"",""Wireless Internet"",Kitchen,Elevator,Heating,Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}";3;1.0;Real Bed;strict;True;SF;"Situated in one of the best locations in San Francisco, our Pacific Heights apartment offers an environment similar to home with a fully equipped kitchen, high-speed WiFi, a flatscreen TV, just to name a few. We also offer queen-sized memory foam beds, comfortable work space; this apartment offers 1-queen bed + 1 sofa bed.  We are just a few minutes away trendy restaurants and shops near Filmore and California St.";2017-07-01;t;t;100%;2014-06-10;t;2017-09-28;37.78974658062171;-122.44101043625088;Pacific Heights;Pacific Heights;13;95.0;https://a0.muscache.com/im/pictures/4bfc14ed-e90d-4274-98f6-c7a0b0a2ba60.jpg?aki_policy=small;94115;1.0;2.0
17497912;4.553876891600541;Apartment;Private room;"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers}";1;1.0;Real Bed;flexible;False;NYC;Sunny, spacious & comfy room in 4BR apt in the heart of Chelsea! The building is conveniently located 1 block from the subway & 1 block from the High Line. Plenty of restaurants, grocery stores & laundromats nearby. Good base to explore NYC or for a business trip. The room has a brand new queen-size Casper bed, 2 large windows w/ lots of natural sunlight & a closet for your use. The other occupants are 2 nice young professionals. We use the 4th room for AirBnb as well. LGBT+ guests welcome!;;t;f;100%;2015-03-23;t;;40.74821397609899;-74.00180178559157;Fabulous Sun-kissed Room in Heart of Chelsea!;Chelsea;0;;https://a0.muscache.com/im/pictures/b32e5bf7-2691-45f0-9d68-de8412b3d623.jpg?aki_policy=small;10011.0;1.0;1.0
